count1,count8,pici1,count3,school_name,pici7,pici8,school_id,pici3,pici4,count2,count4,count5,count7,pici2,price,count6,pici6,pici5
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],100,,,8007&nbsp,,600&nbsp,,,新疆石河子职业技术学院&nbsp,
,,,,,,,,[高职高专批],190,,,8008&nbsp,,600&nbsp,,,天津铁道职业技术学院&nbsp,
,,,,,6,,[提前批艺术专科],[高职高专批],84,,,8009&nbsp,,800&nbsp,,,天津城市建设管理职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8010&nbsp,,800&nbsp,,,天津生物工程职业技术学院&nbsp,
,,,,,10,,[专科提前批直招士官],[高职高专批],15,,,8011&nbsp,,900&nbsp,,,北京工业职业技术学院&nbsp,
,,,,,10,,[提前批艺术专科],[高职高专批],20,,,8012&nbsp,,650&nbsp,,,北京信息职业技术学院&nbsp,
,,,,,170,,[专科提前批航海],[高职高专批],40,,,8013&nbsp,,800&nbsp,,,天津海运职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,56,[提前批艺术专科],[高职高专批],[本科二批],10,,,8015&nbsp,,3400&nbsp,,14,北京吉利学院(原北京吉利大学)(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],25,,,8017&nbsp,,900&nbsp,,,北京劳动保障职业学院&nbsp,
,,,,,,,,[高职高专批],20,,,8018&nbsp,,2800&nbsp,,,北京网络职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[提前批艺术本科B段],20,,,8043&nbsp,,1200&nbsp,,,辽宁传媒学院(民办)&nbsp,
,,,,,,,,[高职高专批],30,,,8044&nbsp,,2200&nbsp,,,大连软件职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8048&nbsp,,2200&nbsp,,,北京经贸职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[提前批艺术专科],16,,,8050&nbsp,,750&nbsp,,,北京戏曲艺术职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,8,,[提前批艺术专科],[高职高专批],109,,,8053&nbsp,,800&nbsp,,,天津滨海职业学院&nbsp,
,,,,,,,,[高职高专批],4,,,8054&nbsp,,600&nbsp,,,天津渤海职业技术学院&nbsp,
,,,,,6,,[提前批艺术专科],[高职高专批],44,,,8055&nbsp,,1000&nbsp,,,天津现代职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8056&nbsp,,0&nbsp,,,吉林水利电力职业学院&nbsp,
,,,,,,,,[高职高专批],100,,,8057&nbsp,,1000&nbsp,,,天津电子信息职业技术学院&nbsp,
,,,,,,,,[高职高专批],123,,,8058&nbsp,,600&nbsp,,,天津工程职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8060&nbsp,,1000&nbsp,,,天津机电职业技术学院&nbsp,
,,,,,,,,[高职高专批],25,,,8061&nbsp,,1000&nbsp,,,天津交通职业学院&nbsp,
,,,,,30,,[提前批艺术专科],[高职高专批],96,,,8062&nbsp,,800&nbsp,,,天津轻工职业技术学院&nbsp,
,,,,,,,,[高职高专批],210,,,8063&nbsp,,800&nbsp,,,天津商务职业学院&nbsp,
,,,,,,,,[高职高专批],81,,,8064&nbsp,,1000&nbsp,,,天津国土资源和房屋职业学院&nbsp,
,,,,,,,,[高职高专批],25,,,8065&nbsp,,800&nbsp,,,天津公安警官职业学院&nbsp,
,,,,,34,,[提前批艺术专科],[高职高专批],6,,,8066&nbsp,,700&nbsp,,,天津艺术职业学院&nbsp,
,,,,,63,[专科提前批空乘等],[提前批艺术专科],[高职高专批],213,,,8067&nbsp,,1000&nbsp,,4,天津职业大学&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],56,,,8094&nbsp,,700&nbsp,,,天津工业职业学院&nbsp,
,,,,,,,,[高职高专批],120,,,8095&nbsp,,700&nbsp,,,天津石油职业技术学院&nbsp,
,,,,,4,,[提前批艺术专科],[高职高专批],6,,,8096&nbsp,,600&nbsp,,,天津城市职业学院&nbsp,
,,,,,5,,[提前批艺术专科],[高职高专批],33,,,8097&nbsp,,3000&nbsp,,,北京科技职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,78,,[提前批艺术专科],[高职高专批],7,,,8099&nbsp,,2600&nbsp,,,上海电影艺术职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8101&nbsp,,800&nbsp,,,张家口职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8103&nbsp,,500&nbsp,,,衡水职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8104&nbsp,,600&nbsp,,,秦皇岛职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,8,,[提前批体育专科],[高职高专批],12,,,8108&nbsp,,800&nbsp,,,邯郸职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,4,,[提前批艺术专科],[高职高专批],16,,,8110&nbsp,,800&nbsp,,,石家庄职业技术学院&nbsp,
,,,,,,,,[高职高专批],15,,,8111&nbsp,,500&nbsp,,,河北软件职业技术学院&nbsp,
,,,,,,,,[高职高专批],15,,,8112&nbsp,,500&nbsp,,,河北交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],50,,,8113&nbsp,,500&nbsp,,,河北轨道运输职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8115&nbsp,,500&nbsp,,,承德护理职业学院&nbsp,
,,,,,,,,[高职高专批],15,,,8116&nbsp,,800&nbsp,,,河北建材职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8117&nbsp,,500&nbsp,,,河北能源职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8119&nbsp,,850&nbsp,,,佳木斯职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,2,[提前批艺术专科],[提前批艺术本科B段],[本科二批],28,,,8121&nbsp,,1200&nbsp,,100,河北东方学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8122&nbsp,,600&nbsp,,,河北对外经贸职业学院&nbsp,
,,,,,,,,[高职高专批],20,,,8123&nbsp,,500&nbsp,,,河北旅游职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],45,,,8126&nbsp,,1200&nbsp,,,大连枫叶职业技术学院(民办)&nbsp,
,,,,,,,,[本科二批],10,,,8127&nbsp,,0&nbsp,,,河北工程技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],8,,,8128&nbsp,,600&nbsp,,,石家庄工程职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],4,,,8129&nbsp,,800&nbsp,,,石家庄城市经济职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8130&nbsp,,,,,石家庄财经职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,55,,[提前批艺术专科],[高职高专批],15,,,8132&nbsp,,1200&nbsp,,,哈尔滨传媒职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],5,,,8133&nbsp,,800&nbsp,,,冀中职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,14,[提前批艺术专科],[高职高专批],[本科二批],30,,,8139&nbsp,,600&nbsp,,6,河北环境工程学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,4,,[提前批艺术专科],[高职高专批],26,,,8150&nbsp,,2200&nbsp,,,苏州百年职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,70,,[提前批艺术专科],[提前批艺术本科B段],15,,,8154&nbsp,,1000&nbsp,,,河北美术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],90,,,8157&nbsp,,400&nbsp,,,山西运城农业职业技术学院&nbsp,
,,,,,,,,[高职高专批],30,,,8158&nbsp,,600&nbsp,,,黑龙江民族职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8161&nbsp,,600&nbsp,,,晋城职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8163&nbsp,,400&nbsp,,,长治职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8166&nbsp,,800&nbsp,,,山西建筑职业技术学院&nbsp,
,,,,,,,,[高职高专批],3,,,8167&nbsp,,800&nbsp,,,山西交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],5,,,8168&nbsp,,600&nbsp,,,山西水利职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8169&nbsp,,400&nbsp,,,山西机电职业技术学院&nbsp,
,,,,,,,,[高职高专批],4,,,8170&nbsp,,400&nbsp,,,山西工程职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[提前批艺术专科],10,,,8174&nbsp,,600&nbsp,,,山西戏剧职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,20,[提前批艺术本科A段],[高职高专批],[本科二批],25,,,8176&nbsp,,1000&nbsp,,5,太原学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[本科二批],40,,,8181&nbsp,,800&nbsp,,,山西能源学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8196&nbsp,,600&nbsp,,,太原城市职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,2,,[提前批艺术专科],[高职高专批],28,,,8198&nbsp,,1200&nbsp,,,昆山登云科技职业学院(民办)&nbsp,
,,,,,,,,[提前批艺术专科],35,,,8199&nbsp,,1500&nbsp,,,南京视觉艺术职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8200&nbsp,,970&nbsp,,,三明医学科技职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8203&nbsp,,800&nbsp,,,内蒙古建筑职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8206&nbsp,,950&nbsp,,,福州软件职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8209&nbsp,,1500&nbsp,,,厦门兴才职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8211&nbsp,,1300&nbsp,,,福州墨尔本理工职业学院(独立学院)&nbsp,
,,,,,,,,[本科二批],35,,,8212&nbsp,,800&nbsp,,,鄂尔多斯应用技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8216&nbsp,,1000&nbsp,,,山东凯文科技职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],100,,,8218&nbsp,,1200&nbsp,,,山东外国语职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8219&nbsp,,800&nbsp,,,潍坊工商职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8222&nbsp,,800&nbsp,,,枣庄科技职业学院&nbsp,
,,,,,,,,[高职高专批],80,,,8223&nbsp,,800&nbsp,,,山东药品食品职业学院&nbsp,
,,,,,,,,[高职高专批],2,,,8224&nbsp,,600&nbsp,,,湖南安全技术职业学院&nbsp,
,,,,,,,,[高职高专批],60,,,8225&nbsp,,950&nbsp,,,柳州铁道职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8227&nbsp,,880&nbsp,,,广西英华国际职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],50,,,8228&nbsp,,1000&nbsp,,,重庆工商职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],45,,,8231&nbsp,,1000&nbsp,,,盘锦职业技术学院&nbsp,
,,,,,18,,[提前批艺术专科],[高职高专批],72,,,8232&nbsp,,1000&nbsp,,,四川华新现代职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],55,,,8233&nbsp,,500&nbsp,,,大连职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8235&nbsp,,500&nbsp,,,营口职业技术学院&nbsp,
,,,,,,,,[高职高专批],30,,,8236&nbsp,,500&nbsp,,,辽宁石化职业技术学院&nbsp,
,,,,,,,,[高职高专批],15,,,8237&nbsp,,600&nbsp,,,辽宁机电职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8238&nbsp,,800&nbsp,,,辽宁轨道交通职业学院&nbsp,
,,,,,,,,[高职高专批],40,,,8239&nbsp,,1000&nbsp,,,渤海船舶职业学院&nbsp,
,,,,,,,,[高职高专批],47,,,8240&nbsp,,600&nbsp,,,辽宁金融职业学院&nbsp,
,,,,,,,,[高职高专批],70,,,8241&nbsp,,1000&nbsp,,,辽宁经济职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8244&nbsp,,800&nbsp,,,辽宁现代服务职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8246&nbsp,,800&nbsp,,,辽宁广告职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,13,[专科提前批空乘等],[提前批艺术专科],[高职高专批],43,,,8254&nbsp,,650&nbsp,,4,陕西青年职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8258&nbsp,,2500&nbsp,,,陕西电子科技职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8261&nbsp,,1200&nbsp,,,陕西旅游烹饪职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8269&nbsp,,500&nbsp,,,辽宁农业职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],60,,,8282&nbsp,,600&nbsp,,,辽宁地质工程职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8289&nbsp,,800&nbsp,,,抚顺职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8301&nbsp,,600&nbsp,,,辽源职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8302&nbsp,,600&nbsp,,,长春职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8303&nbsp,,800&nbsp,,,吉林电子信息职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8304&nbsp,,800&nbsp,,,吉林工业职业技术学院&nbsp,
,,,,,,,,[高职高专批],60,,,8305&nbsp,,500&nbsp,,,吉林交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8306&nbsp,,600&nbsp,,,吉林工程职业学院(原吉林农业工程职业技术学院)&nbsp,
,,,,,,,,[高职高专批],30,,,8307&nbsp,,1200&nbsp,,,吉林司法警官职业学院&nbsp,
,,,,,,,,[高职高专批],20,,,8308&nbsp,,600&nbsp,,,四平职业大学&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8310&nbsp,,1000&nbsp,,,江苏医药职业学院&nbsp,
,,,,,,,,[高职高专批],70,,,8311&nbsp,,1200&nbsp,,,苏州卫生职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8312&nbsp,,600&nbsp,,,德州职业技术学院&nbsp,
,,,,,,,,[提前批艺术专科],20,,,8313&nbsp,,500&nbsp,,,福建艺术职业学院&nbsp,
,,,,,,,,[高职高专批],10,,,8314&nbsp,,1100&nbsp,,,广西经济职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8316&nbsp,,750&nbsp,,,北京经济管理职业学院&nbsp,
,,,,,,,,[高职高专批],40,,,8317&nbsp,,500&nbsp,,,烟台汽车工程职业学院&nbsp,
,,,,,,,,[提前批艺术专科],15,,,8318&nbsp,,1500&nbsp,,,浙江横店影视职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,50,,[提前批艺术专科],[高职高专批],21,,,8321&nbsp,,1000&nbsp,,,天津广播影视职业学院&nbsp,
,,,,,,,,[高职高专批],10,,,8322&nbsp,,1500&nbsp,,,漳州理工职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,4,,[提前批艺术专科],[高职高专批],16,,,8325&nbsp,,1000&nbsp,,,广西工程职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],40,,,8326&nbsp,,500&nbsp,,,重庆财经职业学院&nbsp,
,,,,,2,,[提前批艺术专科],[高职高专批],13,,,8327&nbsp,,800&nbsp,,,安徽绿海商务职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],160,,,8329&nbsp,,1000&nbsp,,,江西新能源科技职业学院(原江西太阳能科技职业学院)(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8330&nbsp,,1000&nbsp,,,江西枫林涉外经贸职业学院(民办)&nbsp,
,,,,,90,,[提前批艺术专科],[高职高专批],90,,,8331&nbsp,,1200&nbsp,,,江西泰豪动漫职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],30,,,8332&nbsp,,1000&nbsp,,,广西理工职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8335&nbsp,,500&nbsp,,,辽宁建筑职业学院&nbsp,
,,,,,20,,[提前批艺术专科],[高职高专批],10,,,8336&nbsp,,800&nbsp,,,山东传媒职业学院&nbsp,
,,,,,,,,[高职高专批],40,,,8337&nbsp,,800&nbsp,,,临沂职业学院&nbsp,
,,,,,,,,[高职高专批],30,,,8338&nbsp,,1000&nbsp,,,湖北工程职业学院(原黄石职业技术学院)&nbsp,
,,,,,,,,[高职高专批],10,,,8339&nbsp,,,,,河北劳动关系职业学院&nbsp,
,,,,,,,,[高职高专批],60,,,8340&nbsp,,400&nbsp,,,吉林铁道职业技术学院&nbsp,
,,,,,,,,[高职高专批],25,,,8341&nbsp,,400&nbsp,,,延边职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],35,,,8356&nbsp,,0&nbsp,,,白城职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],80,,,8368&nbsp,,600&nbsp,,,黑龙江交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8369&nbsp,,800&nbsp,,,浙江国际海运职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8371&nbsp,,800&nbsp,,,伊春职业学院&nbsp,
,,,,,,,,[高职高专批],120,,,8372&nbsp,,500&nbsp,,,大庆职业学院&nbsp,
,,,,,,,,[高职高专批],170,,,8373&nbsp,,600&nbsp,,,哈尔滨职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8374&nbsp,,800&nbsp,,,大兴安岭职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8376&nbsp,,600&nbsp,,,哈尔滨铁道职业技术学院&nbsp,
,,,,,,,,[高职高专批],69,,,8377&nbsp,,800&nbsp,,,黑龙江建筑职业技术学院&nbsp,
,,,,,,,,[高职高专批],50,,,8378&nbsp,,800&nbsp,,,黑龙江农业职业技术学院&nbsp,
,,,,,,,,[高职高专批],100,,,8379&nbsp,,600&nbsp,,,黑龙江农业工程职业学院&nbsp,
,,,,,,,,[高职高专批],100,,,8380&nbsp,,600&nbsp,,,黑龙江农业经济职业学院&nbsp,
,,,,,,,,[高职高专批],100,,,8381&nbsp,,800&nbsp,,,黑龙江农垦职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],110,,,8383&nbsp,,600&nbsp,,,黑龙江林业职业技术学院&nbsp,
,,,,,,,,[高职高专批],30,,,8384&nbsp,,600&nbsp,,,黑龙江司法警官职业学院&nbsp,
,,,,,18,,[提前批艺术专科],[高职高专批],2,,,8385&nbsp,,800&nbsp,,,黑龙江艺术职业学院&nbsp,
,,,,,,,,[本科二批],120,,,8386&nbsp,,600&nbsp,,,黑龙江工业学院&nbsp,
,,,,,,,,[高职高专批],140,,,8387&nbsp,,800&nbsp,,,牡丹江大学&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,70,,[高职高专批],[本科二批],120,,,8389&nbsp,,1600&nbsp,,,齐齐哈尔工程学院(民办)&nbsp,
,,,,,,,,[本科二批],120,,,8390&nbsp,,1500&nbsp,,,哈尔滨信息工程学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
